"","ID","year","plot","fppt","gppt","AGHE","ASGA","BRMO","CAMU","ESCA","HELU","LACA","LAPL","LOMU","LOSU","MIDO","ORDE","PLER","STPU","THSP","TRSP","VUMI","tcover"
"1","c_1_block1_bottom_1983","1983","c_1_block1_bottom",461.922003746033,1476.78525066376,0.25,0.75,1.5,12.5,1.5,0,32.5,1.5,0,1.25,3.75,1.25,48.75,0,0,0,2.75,133.25
"2","c_1_block1_top_1983","1983","c_1_block1_top",461.922003746033,1476.78525066376,0.25,0,4.75,6.25,0,0,23.75,0,0,0,0,1.25,11.25,2.5,0,0,3.25,109
"3","c_1_block2_bottom_1983","1983","c_1_block2_bottom",461.922003746033,1476.78525066376,0.25,0,1.5,2.5,2.75,0,33.75,0.25,0,0.75,1,2,33.75,0,0,0,2.75,91.5
"4","c_1_block2_top_1983","1983","c_1_block2_top",461.922003746033,1476.78525066376,0.5,0,2.5,4.25,1.75,0,35,1.25,0,0.75,0.5,2.75,25,0,0,0,13,99
"5","c_2_block1_bottom_1983","1983","c_2_block1_bottom",461.922003746033,1476.78525066376,0,0,1.75,6,1,0,25,0.5,0,0.5,1.75,5,42.5,0,0,0,2.75,125.75
"6","c_2_block1_top_1983","1983","c_2_block1_top",461.922003746033,1476.78525066376,0.25,0,16.75,6.5,1.5,0,30,3,0,0.75,1.75,6.75,26.25,0,0,0,8,125
"7","c_2_block2_bottom_1983","1983","c_2_block2_bottom",461.922003746033,1476.78525066376,1,0,0.25,15,0.25,1.25,52.5,0.5,0,1,2.25,2.25,13.75,0,0,0,2,133.25
"8","c_2_block2_top_1983","1983","c_2_block2_top",461.922003746033,1476.78525066376,0.5,0,2.5,18.75,0.25,0.25,52.5,3,0,1.25,1,4.75,11.25,0,0,0,6.75,131.75
"9","c_3_block1_bottom_1983","1983","c_3_block1_bottom",461.922003746033,1476.78525066376,0,0.25,4.25,6.25,0,0,7.5,0.25,0,2,1.5,3.25,20,0,0,0,2,111.75
"10","c_3_block1_top_1983","1983","c_3_block1_top",461.922003746033,1476.78525066376,0.25,0,10,11.75,0,0,23.75,0,0,2.25,1.5,2.25,31.25,0,0,0,4.75,113.75
"11","c_3_block2_bottom_1983","1983","c_3_block2_bottom",461.922003746033,1476.78525066376,2.25,0,2,8.75,0,0.25,47.5,0.5,0,1,1.75,2.75,25,0.25,0,0,2.75,119.25
"12","c_3_block2_top_1983","1983","c_3_block2_top",461.922003746033,1476.78525066376,0.75,0.5,2.75,23.75,0.25,0,17.5,1.25,0,1.25,0.75,4.75,38.75,0,0,0.25,2,123.25
"13","c_1_block1_bottom_1984","1984","c_1_block1_bottom",525.576747655869,676.69624876976,0.25,0,1.25,13.75,0,0.5,12.75,0,0,0.75,1.75,1.5,5.5,0,0,0.25,0.75,105.5
"14","c_1_block1_top_1984","1984","c_1_block1_top",525.576747655869,676.69624876976,0,0.5,4.25,5.5,0,0,43.75,0,0,0.75,0.5,0.5,9.25,0,0,0.25,2,101.25
"15","c_1_block2_bottom_1984","1984","c_1_block2_bottom",525.576747655869,676.69624876976,0.25,0,10,5.25,6.5,0.25,38.75,0,0,0.75,2.5,3.5,8,0,0,0,5,106.5
"16","c_1_block2_top_1984","1984","c_1_block2_top",525.576747655869,676.69624876976,0,0,2.75,13.75,2.5,1,37.5,0,0,0,1.5,1.75,12.5,0,0,0,2,101
"17","c_2_block1_bottom_1984","1984","c_2_block1_bottom",525.576747655869,676.69624876976,0,0,2.75,5.5,0.75,0.25,18.75,0,0,0,1.75,1.75,15,0.25,0,0,1.5,113.5
"18","c_2_block1_top_1984","1984","c_2_block1_top",525.576747655869,676.69624876976,0,0,10,5.5,1.25,0,25,0.75,0,0.25,5,5.75,30,0,0,0,1,126.5
"19","c_2_block2_bottom_1984","1984","c_2_block2_bottom",525.576747655869,676.69624876976,0.75,0,0,10,0.25,3,36.25,0.25,0,0.25,2.25,6.75,16.25,0,0,0,0.5,129
"20","c_2_block2_top_1984","1984","c_2_block2_top",525.576747655869,676.69624876976,0.25,0,4.75,11.25,0,0,36.25,0.75,0,0.25,1,7.25,21.25,0,0,0,1,119.25
"21","c_3_block1_bottom_1984","1984","c_3_block1_bottom",525.576747655869,676.69624876976,3.5,1,8.75,17.5,0,1,15,1,0,0.5,1,3.5,20,0,0,0,9.75,130.25
"22","c_3_block1_top_1984","1984","c_3_block1_top",525.576747655869,676.69624876976,1,0.25,42.5,17.5,0,0,17.5,0,0,2.5,3.25,2.75,22.5,2.5,0,1.25,5.5,131.75
"23","c_3_block2_bottom_1984","1984","c_3_block2_bottom",525.576747655869,676.69624876976,5.5,0.25,2.75,12.5,0,0,37.5,3,0,0.25,2.25,3.25,30,0,0,0,2,130.5
"24","c_3_block2_top_1984","1984","c_3_block2_top",525.576747655869,676.69624876976,2.25,0,25.5,37.5,1.75,0,18.75,1,0,0.75,0.5,2.5,26.25,0,0,1.25,3.5,143
"25","c_1_block1_bottom_1985","1985","c_1_block1_bottom",376.966998964548,627.110498458147,0.5,1,1,15,0.25,0,22.5,0,0,2.5,0.5,1.25,12.5,0,0,0,2.75,97.75
"26","c_1_block1_top_1985","1985","c_1_block1_top",376.966998964548,627.110498458147,0,0.5,18.5,3.5,0.25,0,8,0,0,2,0,1.25,41.25,0,0,0.5,1,102
"27","c_1_block2_bottom_1985","1985","c_1_block2_bottom",376.966998964548,627.110498458147,0,0.5,25,1.5,0,0,21.25,0,0,1.25,0,1.25,7.5,0,0,0,2.75,103.5
"28","c_1_block2_top_1985","1985","c_1_block2_top",376.966998964548,627.110498458147,0.25,0.5,8.5,6.75,0.25,0.75,12.5,0,0,0.5,0.5,0,20,0,0,0.25,2.25,87.5
"29","c_2_block1_bottom_1985","1985","c_2_block1_bottom",376.966998964548,627.110498458147,0.25,2.25,2.5,3,2.5,0,15,0,0,0.75,0,0.75,27.5,2.5,0,0.5,1.75,100.75
"30","c_2_block1_top_1985","1985","c_2_block1_top",376.966998964548,627.110498458147,0,0.5,8.5,5.5,0,0,17.5,0,0,0.25,1,1.5,45,1.25,0,0,1.5,105.75
"31","c_2_block2_bottom_1985","1985","c_2_block2_bottom",376.966998964548,627.110498458147,0.75,0.25,1,8.75,0,0.5,30,0,0,0.5,0.5,3.5,30,0,0,0,0.25,104.25
"32","c_2_block2_top_1985","1985","c_2_block2_top",376.966998964548,627.110498458147,0.5,1.25,3.5,13.75,0,0,17.5,1.25,0,1,0.25,1.25,30,0,0,0,0.25,102.25
"33","c_3_block1_bottom_1985","1985","c_3_block1_bottom",376.966998964548,627.110498458147,0.75,0.75,30,6,0,0,13.75,0.5,0,2,0,0,25,0,0,1.25,1.5,107.5
"34","c_3_block1_top_1985","1985","c_3_block1_top",376.966998964548,627.110498458147,0.25,0.5,50,3.25,0,0,10.5,0,0,3.75,0,1,17.5,0,0,0,1,105.75
"35","c_3_block2_bottom_1985","1985","c_3_block2_bottom",376.966998964548,627.110498458147,1.25,0.25,4.75,3.5,0,0,37.5,0.25,0,0.75,1.5,0.75,11.25,0,0,0,0.5,101.5
"36","c_3_block2_top_1985","1985","c_3_block2_top",376.966998964548,627.110498458147,0.5,0,20,3.5,0.25,0,11,0,0,1.75,0.25,0.75,8,0,0,0,1.5,102
"37","c_1_block1_bottom_1986","1986","c_1_block1_bottom",236.380499005318,941.163742184639,2.75,0,2.25,3.75,0.5,0,20,0,0,5.5,1,1,11.25,0,0,0,1.5,104.25
"38","c_1_block1_top_1986","1986","c_1_block1_top",236.380499005318,941.163742184639,0,0,10.75,9.25,0,0,2.75,0,0,4.5,0,0,22.5,1.5,0,0,1,101.75
"39","c_1_block2_bottom_1986","1986","c_1_block2_bottom",236.380499005318,941.163742184639,1.75,0,21.25,3.5,0.25,0,7.5,0,0,2.5,0,0,6,0,0,0,0.5,107
"40","c_1_block2_top_1986","1986","c_1_block2_top",236.380499005318,941.163742184639,0.5,0.25,23,4.25,1.25,0,12.5,0,0,2,1,0.75,32.5,1.25,0,0,1.75,105.75
"41","c_2_block1_bottom_1986","1986","c_2_block1_bottom",236.380499005318,941.163742184639,1,0.25,5.5,10.5,0,0,25,0,0,2,1,2.25,25,3.75,0,0,0.5,120.5
"42","c_2_block1_top_1986","1986","c_2_block1_top",236.380499005318,941.163742184639,0.75,0,8.5,7.5,0,0,12.5,0,0,1.25,0.5,2.5,32.5,0,0,0,0.5,96.25
"43","c_2_block2_bottom_1986","1986","c_2_block2_bottom",236.380499005318,941.163742184639,1.5,0,0,8.75,0.25,1,30,0,0,0.75,0.25,4,27.5,0,0,0,0.5,102
"44","c_2_block2_top_1986","1986","c_2_block2_top",236.380499005318,941.163742184639,1.25,0,7.25,13,0,0,16.25,0.25,0,2,4,1,20,0,0,0,0.25,113.75
"45","c_3_block1_bottom_1986","1986","c_3_block1_bottom",236.380499005318,941.163742184639,1,0.25,23.75,12.5,0,0,5.5,0,0,4.25,1.25,0.5,30,0,0,0,0,100.25
"46","c_3_block1_top_1986","1986","c_3_block1_top",236.380499005318,941.163742184639,0.75,0.5,37.5,10,0,0,2.5,0,0,12.5,1,0.5,23.75,0,0,0,0.75,107.75
"47","c_3_block2_bottom_1986","1986","c_3_block2_bottom",236.380499005318,941.163742184639,0.75,0.75,8,16.25,0,0.25,25,0.25,0,1.75,1.25,0.75,27.5,0,0,0,0.5,113.75
"48","c_3_block2_top_1986","1986","c_3_block2_top",236.380499005318,941.163742184639,2.25,1.25,37.5,8.75,0,0,4.5,0.25,0,7.5,1.75,0.25,15,0,0,0,1.5,112.5
"49","c_1_block1_bottom_1987","1987","c_1_block1_bottom",93.1342490315437,444.227749168873,0.25,0.5,0.75,6.75,1.75,0,17.5,0,0,3.5,0.5,1,18.75,0,0,0,0.5,88
"50","c_1_block1_top_1987","1987","c_1_block1_top",93.1342490315437,444.227749168873,1,0,5.5,12.5,0,0,4.25,0,0,5,0,0,27.5,0,0,0,1,85.5
"51","c_1_block2_bottom_1987","1987","c_1_block2_bottom",93.1342490315437,444.227749168873,1.5,0,6.75,8.75,0.5,0,20,0,0,2.25,1,0.25,22.5,0,0,0,0.25,101
"52","c_1_block2_top_1987","1987","c_1_block2_top",93.1342490315437,444.227749168873,0.25,0.75,3,8,0,0,4.25,0,0,2.75,2.25,0.75,28.75,0,0,0,1.5,81.25
"53","c_2_block1_bottom_1987","1987","c_2_block1_bottom",93.1342490315437,444.227749168873,1,0.5,1.75,12.5,0.25,0,25,0,0,2,1,3.5,25,2.5,0,0,0,102
"54","c_2_block1_top_1987","1987","c_2_block1_top",93.1342490315437,444.227749168873,0,0,2.25,10,0,0,11.25,0.25,0,1.75,1.25,2,37.5,0,0,0,1.25,94
"55","c_2_block2_bottom_1987","1987","c_2_block2_bottom",93.1342490315437,444.227749168873,0.75,0,0.25,13.75,0.25,1.75,37.5,0,0,0.25,0.25,1.5,27.5,0.25,0,0,0.75,100.5
"56","c_2_block2_top_1987","1987","c_2_block2_top",93.1342490315437,444.227749168873,0.75,0.75,2.5,11.25,0,0.5,22.5,0.5,0,1,3.5,1.5,30,0,0,0,0.5,99.75
"57","c_3_block1_bottom_1987","1987","c_3_block1_bottom",93.1342490315437,444.227749168873,0.5,0,4.75,22.5,0,0,6.75,0,0,2,1,0.5,32.5,0,0,0,1.25,89.5
"58","c_3_block1_top_1987","1987","c_3_block1_top",93.1342490315437,444.227749168873,0.75,0,7.25,13.75,0,0,2,0,0,4,2.25,0.5,40,0,0,0,1.5,96.5
"59","c_3_block2_bottom_1987","1987","c_3_block2_bottom",93.1342490315437,444.227749168873,2,0,2,20,0,0.25,35,0,0,1,1.5,2,25,0,0,0,1.75,107
"60","c_3_block2_top_1987","1987","c_3_block2_top",93.1342490315437,444.227749168873,0.75,0.25,10,27.5,0,0,3.5,0.25,0,7.5,1.5,0,25,0,0,0,0,102
"61","c_1_block1_bottom_1988","1988","c_1_block1_bottom",255.772754192352,450.179003834724,0,0,0,4.25,0.75,0,2.75,0,0,2.75,1.75,0.25,65,1.25,0,0,0,108.25
"62","c_1_block1_top_1988","1988","c_1_block1_top",255.772754192352,450.179003834724,0,0,1,6.25,0,0,2,0,0,1.5,0.75,0,42.5,0.5,0,0,0.25,98.5
"63","c_1_block2_bottom_1988","1988","c_1_block2_bottom",255.772754192352,450.179003834724,1,0,0,11.25,0,0,1.5,0,0,0.75,1.5,0,70,0,0,0.25,0,109
"64","c_1_block2_top_1988","1988","c_1_block2_top",255.772754192352,450.179003834724,0.5,0.25,0.25,16.25,0,0,2,0,0,3,4,0,50,0,0,0,0.5,99.75
"65","c_2_block1_bottom_1988","1988","c_2_block1_bottom",255.772754192352,450.179003834724,0.75,0,0,4.25,0,0,2.75,0,0,0.25,1,1,70,0,0,0,0,98.5
"66","c_2_block1_top_1988","1988","c_2_block1_top",255.772754192352,450.179003834724,0,0,0,10,0,0,1.75,0.5,0,1,0.5,1.5,72.5,0,0,0,0,102.25
"67","c_2_block2_bottom_1988","1988","c_2_block2_bottom",255.772754192352,450.179003834724,2,0,0,10,0,1,6,0,0,0,0.5,0.75,50,0,0,0,0,100
"68","c_2_block2_top_1988","1988","c_2_block2_top",255.772754192352,450.179003834724,0,0,0,11.25,0,0,2,0.5,0,0.75,1.5,0.25,72.5,2.5,0,0,0,108.25
"69","c_3_block1_bottom_1988","1988","c_3_block1_bottom",255.772754192352,450.179003834724,0.25,0,0.5,8.75,0,0,2,0,0,2,0.75,0.75,77.5,0,0,0,0,107
"70","c_3_block1_top_1988","1988","c_3_block1_top",255.772754192352,450.179003834724,0.25,0,0.75,10,0,0,1,0,0,2.75,1,0,32.5,0,0,0,0.5,98
"71","c_3_block2_bottom_1988","1988","c_3_block2_bottom",255.772754192352,450.179003834724,0.25,0,0,10,0,0,4.75,0,0,1.5,1.25,0.5,55,0,0,0,0.25,100.5
"72","c_3_block2_top_1988","1988","c_3_block2_top",255.772754192352,450.179003834724,0.5,0,1.5,17.5,0,0,4.25,0.25,0,4.25,2,0,37.5,0,0,0,0.5,104.5
"73","c_1_block1_bottom_1989","1989","c_1_block1_bottom",217.518251338974,481.852501789108,0,0.5,0,5,0.75,0,2.75,0,0,2.75,3.5,0.75,35,1.25,0,0,0.5,101.75
"74","c_1_block1_top_1989","1989","c_1_block1_top",217.518251338974,481.852501789108,0.25,2.5,0,16.25,0.25,0,2.75,0,0,5,0.25,0,52.5,0,0,0.25,0.25,105
"75","c_1_block2_bottom_1989","1989","c_1_block2_bottom",217.518251338974,481.852501789108,0.5,0,0,5,0,0,3.5,0,0,4.5,1.5,0.25,50,0.25,0,0,0.5,100
"76","c_1_block2_top_1989","1989","c_1_block2_top",217.518251338974,481.852501789108,0,0.75,0,15,0,0,2,0,0,6,1.25,0.5,42.5,0,0,0,0.5,102.5
"77","c_2_block1_bottom_1989","1989","c_2_block1_bottom",217.518251338974,481.852501789108,1.5,0.75,0,12.5,0,0,7.5,0,0,2,1.5,5.5,62.5,0.5,0,0,0.25,114.25
"78","c_2_block1_top_1989","1989","c_2_block1_top",217.518251338974,481.852501789108,0.25,0,0,15,0,0.25,4,0.25,0,1.75,0.75,3.5,60,0.25,0,0,0.25,103
"79","c_2_block2_bottom_1989","1989","c_2_block2_bottom",217.518251338974,481.852501789108,1.75,0.75,0,25,0,1,10,0,0,1,2.75,2.25,42.5,0,0,0,2.25,113.25
"80","c_2_block2_top_1989","1989","c_2_block2_top",217.518251338974,481.852501789108,0.5,1,0,30,0,0,2.75,0.5,0,2,2.75,2,45,0,0,0,1,104.75
"81","c_3_block1_bottom_1989","1989","c_3_block1_bottom",217.518251338974,481.852501789108,1,0.25,0.5,17.5,0,0,3.5,0,0,2.25,1,0.5,60,0,0,0,0.25,108.25
"82","c_3_block1_top_1989","1989","c_3_block1_top",217.518251338974,481.852501789108,1,1.25,0.25,20,0,0,2.75,0,0,25,1,1.25,40,0.5,0,0,1.25,112.5
"83","c_3_block2_bottom_1989","1989","c_3_block2_bottom",217.518251338974,481.852501789108,0,0.5,0,27.5,0,0,7.5,0,0,1.75,1,2,42.5,0,0,0,0.5,107.25
"84","c_3_block2_top_1989","1989","c_3_block2_top",217.518251338974,481.852501789108,0.5,0,0.25,25,0,0,8,0.25,0,8.5,0,1.5,50,0,0,0.25,0.5,122.25
"85","c_1_block1_bottom_1990","1990","c_1_block1_bottom",121.883249649778,369.575249800459,0,0,0,3,0.5,0,1,0,0,2,7.5,0,17.5,2.5,0,0,0,101.5
"86","c_1_block1_top_1990","1990","c_1_block1_top",121.883249649778,369.575249800459,0.25,0,0,13.75,0.25,0,2,0,0,1.5,1.5,0,40,0,0,0,0.5,86.25
"87","c_1_block2_bottom_1990","1990","c_1_block2_bottom",121.883249649778,369.575249800459,0,0.5,0,4.25,0,0,1.5,0,0,1.75,3,0,45,0,0,0,0,101.75
"88","c_1_block2_top_1990","1990","c_1_block2_top",121.883249649778,369.575249800459,0.25,1.25,0,18,1.25,0,0.25,0,0,4.25,2.5,0,32.5,1.25,0,0,0,98
"89","c_2_block1_bottom_1990","1990","c_2_block1_bottom",121.883249649778,369.575249800459,1,0,0,13.75,0,0,2,0,0,1,4,2,60,0,0,0,0.25,101.75
"90","c_2_block1_top_1990","1990","c_2_block1_top",121.883249649778,369.575249800459,0.5,1.25,0,11.25,0,0.25,3.75,0.5,0,1.5,3.5,1.75,57.5,0,0,0,0.25,105
"91","c_2_block2_bottom_1990","1990","c_2_block2_bottom",121.883249649778,369.575249800459,1.5,0.25,0,20,0,0.25,7.25,0,0,0.75,1.75,1.5,45,0.25,0,0,0,101.75
"92","c_2_block2_top_1990","1990","c_2_block2_top",121.883249649778,369.575249800459,0.75,0,0,13,0,0.25,1,0.5,0,1.75,3,0.75,35,0,0,0,1.5,104.75
"93","c_3_block1_bottom_1990","1990","c_3_block1_bottom",121.883249649778,369.575249800459,0,0,0.5,13.75,0,0,3.5,0,0,2.25,1,1.5,72.5,0,0,0,0.25,108
"94","c_3_block1_top_1990","1990","c_3_block1_top",121.883249649778,369.575249800459,0,0,0,12.5,0,0,2,0.25,0,10,1,1.25,72.5,0.5,0,0,0.5,110.75
"95","c_3_block2_bottom_1990","1990","c_3_block2_bottom",121.883249649778,369.575249800459,0,0,0,15,0,0,7.5,0,0,2,0.5,1,50,0,0,0,0,101
"96","c_3_block2_top_1990","1990","c_3_block2_top",121.883249649778,369.575249800459,0.25,0,0.25,10.5,0,0,2.75,0,0,10,0,0.5,52.5,0,0,0,0.75,98.25
"97","c_1_block1_bottom_1991","1991","c_1_block1_bottom",87.6944997906685,499.573503315449,0,0,0,5.5,11.25,0,0,0,0,1.5,7.5,0,3.75,0,0,0,0,72
"98","c_1_block1_top_1991","1991","c_1_block1_top",87.6944997906685,499.573503315449,0,1,0,16.25,0,0.25,4,0,0,1.5,5,0,11.25,0.25,0,0,0,84.25
"99","c_1_block2_bottom_1991","1991","c_1_block2_bottom",87.6944997906685,499.573503315449,1.75,0.25,0,8.75,1.75,0,1,0.25,0,1,13,0,17.5,0,0,0,0,99
"100","c_1_block2_top_1991","1991","c_1_block2_top",87.6944997906685,499.573503315449,0.75,0,0,7.25,1.5,0.25,1,0,0,1.25,5,0,12.5,1.25,0,0,0,83.75
"101","c_2_block1_bottom_1991","1991","c_2_block1_bottom",87.6944997906685,499.573503315449,2,0,0,15.5,0,0,3.5,0,0,1.5,18.75,0.5,22.5,0,0,0,0,96.75
"102","c_2_block1_top_1991","1991","c_2_block1_top",87.6944997906685,499.573503315449,1.75,0,0,16.25,0,1.25,6.5,0,0,1,12.5,0,35,0,0,0,0,106.75
"103","c_2_block2_bottom_1991","1991","c_2_block2_bottom",87.6944997906685,499.573503315449,2,0.5,0,13,0,0.5,6,0.25,0,1,18.75,0,25,0,0,0,1.5,102
"104","c_2_block2_top_1991","1991","c_2_block2_top",87.6944997906685,499.573503315449,0.25,0.25,0,17.5,0,0,3.5,0.5,0,0.5,22.5,0.25,23,0.5,0,0,1,107.5
"105","c_3_block1_bottom_1991","1991","c_3_block1_bottom",87.6944997906685,499.573503315449,0.5,0,0,22.5,0,0.25,1.25,0,0,2.75,1.25,0,30,0.5,0,0,0,101.75
"106","c_3_block1_top_1991","1991","c_3_block1_top",87.6944997906685,499.573503315449,0.5,1.5,0,16.25,0,0,0.5,0,0,17.5,1.25,0,35,2.5,0,0,0,100.5
"107","c_3_block2_bottom_1991","1991","c_3_block2_bottom",87.6944997906685,499.573503315449,0.25,0.25,0,10,0,0,4.25,0,0,2.25,0,0,17.5,0,0,0,0,96.75
"108","c_3_block2_top_1991","1991","c_3_block2_top",87.6944997906685,499.573503315449,0,0.25,0,8,0,0,1,0,0,5.5,0,0,4.75,0,0,0,0,102.25
"109","c_1_block1_bottom_1992","1992","c_1_block1_bottom",207.89824924618,678.703494884074,0.25,1,0,0.25,5,0,5.5,0,0,3.5,23.75,0.75,8.75,6.25,0,0.25,0,80.5
"110","c_1_block1_top_1992","1992","c_1_block1_top",207.89824924618,678.703494884074,0.25,0.5,0,1.75,0,0,31.25,0,0,0.25,22.5,0,8.75,0,0,0,1.5,82.25
"111","c_1_block2_bottom_1992","1992","c_1_block2_bottom",207.89824924618,678.703494884074,0.5,0.25,0,1.25,3,0,7.5,0.25,0,1.5,20,0.5,22.5,1.25,0,0,0.5,84.25
"112","c_1_block2_top_1992","1992","c_1_block2_top",207.89824924618,678.703494884074,1,0,0,0.75,1.25,0,3.5,0.25,0,1.5,62.5,1,6.25,0,0,0,0.5,103.5
"113","c_2_block1_bottom_1992","1992","c_2_block1_bottom",207.89824924618,678.703494884074,0.25,0,0,2,0,0,13.75,0,0,1.75,40,1.75,17.5,0,0,0,0.5,98.25
"114","c_2_block1_top_1992","1992","c_2_block1_top",207.89824924618,678.703494884074,0.5,0.75,0,1,0,0,12.5,1.5,0,1.5,35,2.25,27.5,0,0,0,0,100.75
"115","c_2_block2_bottom_1992","1992","c_2_block2_bottom",207.89824924618,678.703494884074,0.25,0.75,0,2.75,0,0,17.5,0,0,0.75,32.5,2,17.5,0,0,0,0.5,97.25
"116","c_2_block2_top_1992","1992","c_2_block2_top",207.89824924618,678.703494884074,0.5,0.25,0,2,0,0,4.75,0.5,0,2.5,40,1.75,16.25,0.5,0,0,2.5,101.75
"117","c_3_block1_bottom_1992","1992","c_3_block1_bottom",207.89824924618,678.703494884074,1,0,0,17.5,0,0,11.25,0,0,4.75,0.5,0,55,0,0,0.25,1.25,113
"118","c_3_block1_top_1992","1992","c_3_block1_top",207.89824924618,678.703494884074,0.5,0.25,0,10,0,0,6,0.25,0,6.25,2.25,0,23,0,0,0,1.5,107
"119","c_3_block2_bottom_1992","1992","c_3_block2_bottom",207.89824924618,678.703494884074,0.5,0.25,0,8.75,0,0.25,17.5,0,0,2.25,3.5,0,22.5,0,0,0,3.5,111.25
"120","c_3_block2_top_1992","1992","c_3_block2_top",207.89824924618,678.703494884074,0,0.25,0,7.5,0,0,8.75,0,0,7.5,11.25,0.25,16.25,0,0,3,3,104.25
