"","ID","year","plot","fppt","gppt","AGHE","ASGA","BRMO","CAMU","ESCA","HELU","LACA","LAPL","LOMU","LOSU","MIDO","ORDE","PLER","STPU","THSP","TRSP","VUMI","tcover"
"363","c_1_block2_bottom_2013","2013","c_1_block2_bottom",477.286890037562,570.387389429117,0,1.5,2.75,0,0.5,0,1.25,6.25,0,2,37.5,0.75,27.5,2.5,0,0.75,1.75,103.75
"364","c_1_block2_top_2013","2013","c_1_block2_top",477.286890037562,570.387389429117,0.25,1.25,1.25,0,0,0,0,8.75,0,1.5,40,2.5,17.5,1.25,0,0,2,106.75
"365","c_2_block1_bottom_2013","2013","c_2_block1_bottom",477.286890037562,570.387389429117,0.5,0,8.75,0,0,0,1,6,0,2,31.25,7.5,8,5,0,0,0.5,106
"366","c_2_block1_top_2013","2013","c_2_block1_top",477.286890037562,570.387389429117,0,1,20,0,0,0,1,20,0,1.75,40,2.25,8,0,0,0,0.25,118
"367","c_2_block2_bottom_2013","2013","c_2_block2_bottom",477.286890037562,570.387389429117,0.75,0,1.75,0,0,0,11.25,6.75,0,0.5,22.5,11.25,16.25,1.25,0,0,0.5,102.75
"368","c_2_block2_top_2013","2013","c_2_block2_top",477.286890037562,570.387389429117,0.5,0,7.5,0.25,0,0,15,17.5,0,1,18,6.25,7.5,0,0,0,0.75,108.5
"369","c_3_block1_bottom_2013","2013","c_3_block1_bottom",477.286890037562,570.387389429117,0.75,0,12.5,0.75,0,0,15,2.25,0,0.75,30,4.75,15,5,0,0,1.5,112.75
"370","c_3_block1_top_2013","2013","c_3_block1_top",477.286890037562,570.387389429117,0,0.5,52.5,0,0,0,1,6.25,2.5,6,16.25,2.25,4.75,0,0,0,6.25,106
"371","c_3_block2_bottom_2013","2013","c_3_block2_bottom",477.286890037562,570.387389429117,1,0,20,0,0,0,20,4.25,0,1.25,25,4.75,12.5,2.5,0,0,2.5,116
"372","c_3_block2_top_2013","2013","c_3_block2_top",477.286890037562,570.387389429117,0.25,1,47.5,0,0,0,0.5,0.5,10,11,17.5,1.5,2.75,0,0,0.5,2.25,111.5
"373","c_1_block1_bottom_2014","2014","c_1_block1_bottom",55.7897499576211,292.046999849379,0,1,2.75,0,1.5,1,0.25,8,0,2,4.25,0,18.75,0.5,0,2,1,112.5
"374","c_1_block1_top_2014","2014","c_1_block1_top",55.7897499576211,292.046999849379,0.75,2.75,1.5,0,0,0.25,0,11.25,0,2.25,11.25,0,27.5,0,0,0,1,101.5
"375","c_1_block2_bottom_2014","2014","c_1_block2_bottom",55.7897499576211,292.046999849379,0.75,1.75,2.75,0,0.5,0,0.5,12.5,0,2,6.75,0,30,0.5,0,0.25,1.5,101.5
"376","c_1_block2_top_2014","2014","c_1_block2_top",55.7897499576211,292.046999849379,0.25,1.5,0.75,0,0,0.5,0.5,20,0,2.5,9.25,0,15,1.25,0,0,2,104.5
"377","c_2_block1_bottom_2014","2014","c_2_block1_bottom",55.7897499576211,292.046999849379,0,3.5,2.25,0.5,0,0.5,0,25,0,1.5,1.25,0.25,10,8.75,0,0,0,104.5
"378","c_2_block1_top_2014","2014","c_2_block1_top",55.7897499576211,292.046999849379,0,2.75,4.25,0,0.25,0,0.75,32.5,0,2.25,2.5,0,21.25,0,0,0,0.75,103.75
"379","c_2_block2_bottom_2014","2014","c_2_block2_bottom",55.7897499576211,292.046999849379,0.5,0.75,0,0.5,0,0,4,25,0,1,2.5,0.25,15,0,0,0.5,1,101.25
"380","c_2_block2_top_2014","2014","c_2_block2_top",55.7897499576211,292.046999849379,0.25,0,6,0,0,0.25,4.25,11.25,0,1.25,4.25,0,17.5,0,0,0,0.5,100.75
"381","c_3_block1_bottom_2014","2014","c_3_block1_bottom",55.7897499576211,292.046999849379,0.5,0,8.75,0,0,0.25,12.5,1.5,0,1.25,6.25,0,15,5,0,0.25,2.25,103.5
"382","c_3_block1_top_2014","2014","c_3_block1_top",55.7897499576211,292.046999849379,0,0.5,25,0,0,0,2.25,6,0.5,6.25,10,0.25,11.25,0,0,0,7.5,102.5
"383","c_3_block2_bottom_2014","2014","c_3_block2_bottom",55.7897499576211,292.046999849379,0,0.75,12.5,0.5,0,0.25,16.25,2.5,0,1.25,8,0.25,15,5,0,0,2.25,103.5
"384","c_3_block2_top_2014","2014","c_3_block2_top",55.7897499576211,292.046999849379,0.75,0.5,15,0,0,0,1,2.5,13.75,6.75,3.75,0.25,8.75,0,0,0.5,4.25,109
"385","c_1_block1_bottom_2015","2015","c_1_block1_bottom",444.717249751091,589.223501682281,0.25,0.5,1.5,5.5,5.25,0,2.75,11.25,0,1.5,0.5,0.5,30,8.75,0,1.75,6.75,113
"386","c_1_block1_top_2015","2015","c_1_block1_top",444.717249751091,589.223501682281,0,1,1.25,0,0.25,0.25,1.25,20,0,1.5,3.5,2,52.5,0.75,0,0,11.25,115.75
"387","c_1_block2_bottom_2015","2015","c_1_block2_bottom",444.717249751091,589.223501682281,0.25,0.5,2,0,2,0,0.75,13.75,0,2,3.25,0.75,52.5,4,0,0,3.5,108.75
"388","c_1_block2_top_2015","2015","c_1_block2_top",444.717249751091,589.223501682281,0.25,0.5,1.25,0,1.25,0.25,3.5,25,0,2,0.75,2.75,40,1.5,0,0,7.5,108.75
"389","c_2_block1_bottom_2015","2015","c_2_block1_bottom",444.717249751091,589.223501682281,0,0,4.25,1.75,0,0.5,1.5,16.25,0,0.75,3,3.25,27.5,3,0,0,9.25,100.75
"390","c_2_block1_top_2015","2015","c_2_block1_top",444.717249751091,589.223501682281,0.25,0.75,3.5,0,0,0,2,32.5,0,1,0,2.25,35,0.5,0,0,3.5,104
"391","c_2_block2_bottom_2015","2015","c_2_block2_bottom",444.717249751091,589.223501682281,0,0,0.25,0.5,0,0,17.5,10,0,0.75,0.5,8.75,37.5,1.25,0,0,3.5,103
"392","c_2_block2_top_2015","2015","c_2_block2_top",444.717249751091,589.223501682281,0.25,0,4.75,1.5,0,0,20,7.5,0,0.5,0.5,5.5,32.5,1.25,0,0,3.5,102.75
"393","c_3_block1_bottom_2015","2015","c_3_block1_bottom",444.717249751091,589.223501682281,0,0,11.75,0,0,1.5,17.5,2.5,0,1,2.5,0.75,17.5,7.5,0,0,5.5,101.25
"394","c_3_block1_top_2015","2015","c_3_block1_top",444.717249751091,589.223501682281,0,0,15,0.25,0,0.25,6.75,16.25,1.25,4.25,2,1.5,27.5,0,0,0,20,103.25
"395","c_3_block2_bottom_2015","2015","c_3_block2_bottom",444.717249751091,589.223501682281,0.25,0,3.5,1.25,0,5.5,32.5,0.5,0.25,1.5,1.25,1,22.5,3.75,0,0,6.75,104.25
"396","c_3_block2_top_2015","2015","c_3_block2_top",444.717249751091,589.223501682281,0,0.5,15,0,0,0.75,2.5,3.5,26.25,7.5,1,1,13,1.25,0,0.5,8.75,102
"397","c_1_block1_bottom_2016","2016","c_1_block1_bottom",243.034496276872,705.135243862169,0,1.5,2.75,11.25,5.5,0,4.75,6,0,6.25,0,1.75,22.5,13.75,0,4,6.25,107.75
"398","c_1_block1_top_2016","2016","c_1_block1_top",243.034496276872,705.135243862169,0,4.25,2,2.5,1,3.25,2,7.5,0,6.25,1,6,32.5,0.5,0,0.25,20,103
"399","c_1_block2_bottom_2016","2016","c_1_block2_bottom",243.034496276872,705.135243862169,0,4,2.5,2.5,4,0,2.75,3.5,0,11.25,2.5,1.5,37.5,8.75,0,0.5,5,101.75
"400","c_1_block2_top_2016","2016","c_1_block2_top",243.034496276872,705.135243862169,0,2,1.75,0.25,2.75,1,6,8.75,0,4.25,1.25,15,37.5,1.25,0,0,7.5,102.5
"401","c_2_block1_bottom_2016","2016","c_2_block1_bottom",243.034496276872,705.135243862169,0,3.5,8.5,8.25,0,0.5,6.25,4.25,0.25,2,0.5,13,22.5,7.5,0,0,1.5,107
"402","c_2_block1_top_2016","2016","c_2_block1_top",243.034496276872,705.135243862169,0,2,6.25,0.5,0,0.25,9.25,6.25,0,6.25,0.75,4.75,32.5,0,0,0,2.75,101.5
"403","c_2_block2_bottom_2016","2016","c_2_block2_bottom",243.034496276872,705.135243862169,0,1,0,15.5,0,0,17.5,2.25,0.75,1,0.5,17.5,22.5,1.25,0,0,2,105.75
"404","c_2_block2_top_2016","2016","c_2_block2_top",243.034496276872,705.135243862169,0,0.25,3.5,14.25,0,0,25,1,0,1.5,0.5,17.5,17.5,0,0,0,3.5,107.75
"405","c_3_block1_bottom_2016","2016","c_3_block1_bottom",243.034496276872,705.135243862169,0,0.5,8.75,0,0,5.5,37.5,1.75,0.5,4.25,0.5,2.75,10,7.5,0,0,2.5,102.75
"406","c_3_block1_top_2016","2016","c_3_block1_top",243.034496276872,705.135243862169,0.25,1.25,12.5,2.5,0,1.25,12.5,10.5,1,18.75,1.25,10,20,0,0,0,1.5,100
"407","c_3_block2_bottom_2016","2016","c_3_block2_bottom",243.034496276872,705.135243862169,0,1,2.75,3.75,0,5,45,1,0.5,2.75,0.5,8,13.75,6.25,0,0,1.5,107.75
"408","c_3_block2_top_2016","2016","c_3_block2_top",243.034496276872,705.135243862169,0.25,0.5,8,0,0,6.25,13.75,5,21.25,17.5,0.5,7.5,11.25,1.25,0,0,1,110
"409","c_1_block1_bottom_2017","2017","c_1_block1_bottom",296.998498916626,999.544248580933,0,0.5,15,11.25,2,0,5,4,0,16.25,0,1,18.75,11.75,0,1.75,7.5,113.75
"410","c_1_block1_top_2017","2017","c_1_block1_top",296.998498916626,999.544248580933,0,2.25,22.5,10,0.75,8.5,5.5,5,0,11.25,0.5,7.5,17.5,0.5,0,0,17.5,116.25
"411","c_1_block2_bottom_2017","2017","c_1_block2_bottom",296.998498916626,999.544248580933,0,1.25,16.25,8.25,1,0,12.5,4.25,0,12.5,0.5,6.75,25,6.25,0,0,9.25,118.75
"412","c_1_block2_top_2017","2017","c_1_block2_top",296.998498916626,999.544248580933,0,0.75,7.5,1,0.25,4.75,13.75,17.5,0,1.75,0,25,25,1.25,0,0,5.5,114.75
"413","c_2_block1_bottom_2017","2017","c_2_block1_bottom",296.998498916626,999.544248580933,0.5,0.75,32.5,10.5,0,0.5,10,0.25,0,5,0.25,6.75,10,10.5,6.25,0,0,110.5
"414","c_2_block1_top_2017","2017","c_2_block1_top",296.998498916626,999.544248580933,0,0.5,27.5,14.25,0.25,0,17.5,0.75,0,6.25,0,10,22.5,0,3.75,0,0.5,121.25
"415","c_2_block2_bottom_2017","2017","c_2_block2_bottom",296.998498916626,999.544248580933,0,0.25,3.5,27.5,0,0,30,0.25,0,1.5,0.5,22.5,10,1.25,0,0,1,113.5
"416","c_2_block2_top_2017","2017","c_2_block2_top",296.998498916626,999.544248580933,0,0,27.5,14.25,0,0,27.5,0.5,0,2.25,0,9,7.5,0,7.5,0,0.5,119
"417","c_3_block1_bottom_2017","2017","c_3_block1_bottom",296.998498916626,999.544248580933,0,3.5,22.5,3,0,4.25,35,2.5,0.5,11.25,1.25,2.25,10,0,7.5,0.5,0.5,119.5
"418","c_3_block1_top_2017","2017","c_3_block1_top",296.998498916626,999.544248580933,0,5.75,30,3.75,0.25,3,15.5,2.25,3.75,6.75,1.25,1.25,7.5,0,10,1,0.5,119.25
"419","c_3_block2_bottom_2017","2017","c_3_block2_bottom",296.998498916626,999.544248580933,0,0,8.75,1.75,0,7.5,55,1,2.25,4,1,3.5,4.25,0,3.75,0,0.5,109.25
"420","c_3_block2_top_2017","2017","c_3_block2_top",296.998498916626,999.544248580933,0.25,1,11.25,0,0.75,8,5.5,3.25,47.5,3.5,1.25,2.75,1.5,0,25,1.25,0,133.25
"421","c_1_block1_bottom_2018","2018","c_1_block1_bottom",113.697251111269,485.869503051043,0,0.75,25,7.5,0,0,3,0,0,8,0,0,8.5,2.5,0,2,2.25,111.75
"422","c_1_block1_top_2018","2018","c_1_block1_top",113.697251111269,485.869503051043,0,0.5,42.5,17.5,0.25,4.25,1.5,1,0,20,0,0.5,2,2,0,0,0.25,111.25
"423","c_1_block2_bottom_2018","2018","c_1_block2_bottom",113.697251111269,485.869503051043,0,2.5,35,8,0,2.25,11.25,0,0.75,15,0,1.5,4.75,6.75,0,0,4.75,117.75
"424","c_1_block2_top_2018","2018","c_1_block2_top",113.697251111269,485.869503051043,0,1.75,35,10,0,4.25,15,1,0,15,0,0.75,3.5,2.25,0,0,3.5,120.5
"425","c_2_block1_bottom_2018","2018","c_2_block1_bottom",113.697251111269,485.869503051043,0,0.25,55,3,0,0.5,2.75,0,0,3.5,0,0,2,5.25,0,0,0,101
"426","c_2_block1_top_2018","2018","c_2_block1_top",113.697251111269,485.869503051043,0,0.25,65,6.25,0,0,5.5,0,0,6.75,0,0,2.5,0,0,0,0,103
"427","c_2_block2_bottom_2018","2018","c_2_block2_bottom",113.697251111269,485.869503051043,0.25,0,17.5,13.75,0,1.25,20,0,0,0.5,0.5,0.5,1.25,3.75,0,0,0,100.75
"428","c_2_block2_top_2018","2018","c_2_block2_top",113.697251111269,485.869503051043,0,0,40,3.5,0,0,9.75,2.25,0,4,0,0,14.25,0,0,0,0,104.25
"429","c_3_block1_bottom_2018","2018","c_3_block1_bottom",113.697251111269,485.869503051043,0,0,42.5,6.75,0,0.5,25,0.25,0,10,1,0,2,0,0,0,0.5,104
"430","c_3_block1_top_2018","2018","c_3_block1_top",113.697251111269,485.869503051043,0,1.25,27.5,0.5,0,3.5,45,2.25,0.5,8.75,2,0,6.75,0.5,0,0,0.5,113.75
"431","c_3_block2_bottom_2018","2018","c_3_block2_bottom",113.697251111269,485.869503051043,0.25,0,28.75,8.75,0,0,37.5,0,0,3,0.5,0.5,2,7.5,0,0,1,104.5
"432","c_3_block2_top_2018","2018","c_3_block2_top",113.697251111269,485.869503051043,0,0.5,32.5,3,0,1.75,40,1,0,3.5,1.5,0.5,2,0,0,0,1.5,103.5
"433","c_1_block1_bottom_2019","2019","c_1_block1_bottom",169.091750557971,754.862754281115,0,1.75,37.5,10,0,0,1.75,0,0,25,0,0,2,2.5,0,2.5,0.25,102
"434","c_1_block1_top_2019","2019","c_1_block1_top",169.091750557971,754.862754281115,0.25,0.25,42.5,3.5,0,0.75,0,0,0,35,0,0,2,1.25,0,0,0,103.5
"435","c_1_block2_bottom_2019","2019","c_1_block2_bottom",169.091750557971,754.862754281115,0,1,42.5,4.5,0,0.25,4.25,0,1.75,27.5,0,0.5,2,5,0,0,0.5,104.75
"436","c_1_block2_top_2019","2019","c_1_block2_top",169.091750557971,754.862754281115,0,1,62.5,5.5,0,1.25,7.5,0.25,0,17.5,0,0.25,2,2.5,0,0,0.5,109.5
"437","c_2_block1_bottom_2019","2019","c_2_block1_bottom",169.091750557971,754.862754281115,0.25,1.75,57.5,7.5,0,1.25,1.5,0,1.75,6.25,0,0,3.5,0.5,0,0.25,0.5,122
"438","c_2_block1_top_2019","2019","c_2_block1_top",169.091750557971,754.862754281115,0,1.5,55,11.25,0,0.25,1.5,0.5,0,27.5,0,0,4,0,0,0,1,128.5
"439","c_2_block2_bottom_2019","2019","c_2_block2_bottom",169.091750557971,754.862754281115,0,0.75,32.5,10.5,0,5.75,16.25,0.25,0,3,0.25,0.5,4.25,1.75,0,0,1.5,112.5
"440","c_2_block2_top_2019","2019","c_2_block2_top",169.091750557971,754.862754281115,0,1.75,60,20,0.25,0.5,7.25,1,0,17.5,0,0.25,2.75,0,0,0,0.5,129.25
"441","c_3_block1_bottom_2019","2019","c_3_block1_bottom",169.091750557971,754.862754281115,0.75,1.5,22.5,5.5,0,3.5,35,0.75,4.75,27.5,0,0.75,2,0.25,0,0.25,2,124.25
"442","c_3_block1_top_2019","2019","c_3_block1_top",169.091750557971,754.862754281115,0.75,2.75,30,4.75,0.5,3.5,5.5,0.5,16.75,17.5,0,0,2.5,0,0,0.75,1,115.5
"443","c_3_block2_bottom_2019","2019","c_3_block2_bottom",169.091750557971,754.862754281115,0.25,1.5,20,0.5,0,8.75,30,2.25,7.5,13.75,0.5,0.75,2,0,0,0,0,109.75
"444","c_3_block2_top_2019","2019","c_3_block2_top",169.091750557971,754.862754281115,0.25,0.75,10,0,0,5.5,3,0.5,50,12.5,0,1.75,1.5,0,0,13,0.25,113.5
"445","c_1_block1_bottom_2021","2021","c_1_block1_bottom",74.7319998092717,275.933970595128,0,1,26.25,7.5,0.75,0,0,0,0,4.25,0,0,2,0.5,13.75,2,1,145
"446","c_1_block1_top_2021","2021","c_1_block1_top",74.7319998092717,275.933970595128,0.25,0.75,27.5,3.5,0.5,2.75,0.25,0.25,0,7.5,0,0,2,0.75,32.5,0.25,0.25,127.25
"447","c_1_block2_bottom_2021","2021","c_1_block2_bottom",74.7319998092717,275.933970595128,0,1.75,32.5,4.25,0.75,0.25,1.5,0.25,6.75,10,0.25,0,2.75,0.5,13.75,0.25,0.75,131.75
"448","c_1_block2_top_2021","2021","c_1_block2_top",74.7319998092717,275.933970595128,1.75,0.25,50,2.25,0,2,1,0.25,0.5,7.5,0,0,2.75,2.5,27.5,0,0.25,106.25
"449","c_2_block1_bottom_2021","2021","c_2_block1_bottom",74.7319998092717,275.933970595128,0.5,1.5,37.5,6.25,0,5.5,2.25,0.75,10.5,1.75,0,0,11.75,0,62.5,0.25,1,174.25
"450","c_2_block1_top_2021","2021","c_2_block1_top",74.7319998092717,275.933970595128,0,0.25,35,6,0,0.5,0.5,1.25,0.25,11.25,0,0,7.25,0,57.5,0,1,158.5
"451","c_2_block2_bottom_2021","2021","c_2_block2_bottom",74.7319998092717,275.933970595128,1,0.5,11.25,15.5,0,5.5,25,1,1,1.75,1,0.25,17.5,1,28.75,0,7.25,139.25
"452","c_2_block2_top_2021","2021","c_2_block2_top",74.7319998092717,275.933970595128,0,1,30,8.75,0,0.5,0.5,1.25,1.75,6.75,0.5,0,6.75,0.5,40,0,1.25,183.75
"453","c_3_block1_bottom_2021","2021","c_3_block1_bottom",74.7319998092717,275.933970595128,3,0.5,15,10,0,6.25,13.75,0.5,37.5,11.25,1.25,0.75,13.75,0,52.5,0,1,209
"454","c_3_block1_top_2021","2021","c_3_block1_top",74.7319998092717,275.933970595128,2,1.5,9.25,4.75,0,4.75,6,0,32.5,11.25,1,0,3.5,0,25,0.75,0,177
"455","c_3_block2_bottom_2021","2021","c_3_block2_bottom",74.7319998092717,275.933970595128,1.75,0,11.25,1.5,0,7.5,13.75,0,52.5,9.75,1.5,0,11.25,0.25,60,0.25,0.25,189.25
"456","c_3_block2_top_2021","2021","c_3_block2_top",74.7319998092717,275.933970595128,0.5,1.5,1,0,0.25,2.5,0,0,57.5,4.75,0,0.5,0.75,0,37.5,2,0,177.25
"457","c_1_block1_bottom_2022","2022","c_1_block1_bottom",412.182219836861,504.162991974503,0,1.5,15,28.75,1.75,0,0,0,0.75,2.25,0,0,3.5,2.5,40,1,1.5,114
"458","c_1_block1_top_2022","2022","c_1_block1_top",412.182219836861,504.162991974503,1.5,2.75,22.5,13.75,0.25,1.25,0.5,0,2,6.5,1,0,4.75,0.5,52.5,0,2,118
"459","c_1_block2_bottom_2022","2022","c_1_block2_bottom",412.182219836861,504.162991974503,1.5,2.25,10,10,1.25,0.25,1.25,0.5,8.75,2,1.25,0,6,0,50,0.25,1,110
"460","c_1_block2_top_2022","2022","c_1_block2_top",412.182219836861,504.162991974503,2.5,0,13,13.75,0,1.25,1.25,1.5,1,2,1.5,0,4.75,1.25,75,0.25,1.5,128.25
"461","c_2_block1_bottom_2022","2022","c_2_block1_bottom",412.182219836861,504.162991974503,1,0.75,13.75,7.5,0.25,1.5,2.75,2.75,7.25,2,1.5,0.25,11.75,1.25,75,0,1.5,142.25
"462","c_2_block1_top_2022","2022","c_2_block1_top",412.182219836861,504.162991974503,1,1.5,21.25,6.25,0.25,1.5,1.75,5.5,2,2.75,0.75,0.25,10.5,0,67.5,0,1.5,140
"463","c_2_block2_bottom_2022","2022","c_2_block2_bottom",412.182219836861,504.162991974503,3.25,0.5,2.75,15,0,6.75,30,2.25,1.75,1,5,0.75,40,1.5,18.75,0,1.75,149.5
"464","c_2_block2_top_2022","2022","c_2_block2_top",412.182219836861,504.162991974503,2.75,0.75,8.5,20,0,1,3.5,3.5,8.75,3.5,9.75,0,16.25,0,32.5,0,2.75,134
"465","c_3_block1_bottom_2022","2022","c_3_block1_bottom",412.182219836861,504.162991974503,1,0.25,6.75,15,0,4.75,3.75,0.25,42.5,4.25,0.75,1.5,21.25,0.5,47.5,0,0,160.75
"466","c_3_block1_top_2022","2022","c_3_block1_top",412.182219836861,504.162991974503,5,2.75,4,8.75,0,8,5.5,0.25,40,7.5,1,0,12.5,0,27.5,0.25,0.5,141.25
"467","c_3_block2_bottom_2022","2022","c_3_block2_bottom",412.182219836861,504.162991974503,1.5,0,4.75,0.75,0,7.5,6.75,0.5,47.5,3.5,2,0.75,27.5,0,50,0,0,161.75
"468","c_3_block2_top_2022","2022","c_3_block2_top",412.182219836861,504.162991974503,1,0.5,2,0,2.5,11.25,0,0,62.5,3.5,0.25,0,0.75,0,37.5,0.75,0,142
"469","c_1_block1_bottom_2023","2023","c_1_block1_bottom",358.537060506642,1141.01392377168,0.75,2.25,10,27.5,6.25,0,1,0,6.75,7.5,0.25,0,10,0.5,4.75,2.25,1,117.5
"470","c_1_block1_top_2023","2023","c_1_block1_top",358.537060506642,1141.01392377168,1.5,4,12.5,47.5,0,1.75,1,0.75,7.25,8.75,1.25,0,13.75,0.5,3.75,0,1,120
"471","c_1_block2_bottom_2023","2023","c_1_block2_bottom",358.537060506642,1141.01392377168,1.75,2.75,8,30,0.25,0.5,4.25,0.25,22.5,5,1.5,5,17.5,0,4.75,0.25,0,121.25
"472","c_1_block2_top_2023","2023","c_1_block2_top",358.537060506642,1141.01392377168,4,0.75,8,37.5,0,0.75,3,0.25,4.75,4.25,2.25,0,12.5,2.5,6,0,0.5,105.5
"473","c_2_block1_bottom_2023","2023","c_2_block1_bottom",358.537060506642,1141.01392377168,2,1.25,2,16.25,0.25,8,1,2.25,37.5,1.75,0.75,0,20.5,2,17.5,0,0.5,135
"474","c_2_block1_top_2023","2023","c_2_block1_top",358.537060506642,1141.01392377168,1.75,1.5,12.5,40,0.75,5.5,1.75,4.75,3.5,7.5,1.75,0,20,0,15,0,2.5,149
"475","c_2_block2_bottom_2023","2023","c_2_block2_bottom",358.537060506642,1141.01392377168,2.75,1.5,1.25,20,0.25,6.25,17.5,1.75,2.75,2.5,2.75,0,32.5,1.5,4.25,0,2.75,134.25
"476","c_2_block2_top_2023","2023","c_2_block2_top",358.537060506642,1141.01392377168,2.75,2,4,42.5,0,0.75,8,5.5,11.75,5,4,0,20,2.5,10,0,2.75,151.5
"477","c_3_block1_bottom_2023","2023","c_3_block1_bottom",358.537060506642,1141.01392377168,1,0.75,2,18.75,0,2,5.5,0.75,37.5,4.75,0,1.75,15.5,1.25,20,0,0,128.5
"478","c_3_block1_top_2023","2023","c_3_block1_top",358.537060506642,1141.01392377168,1.5,2.25,2.75,11.25,0.25,2.5,8.75,0,47.5,8.75,2.5,0,13.75,0,11.75,1.25,0,130.25
"479","c_3_block2_bottom_2023","2023","c_3_block2_bottom",358.537060506642,1141.01392377168,1,1,2,3,0,7.5,6.5,0,40,4.75,2,0,25,0,30,0.25,0,143
"480","c_3_block2_top_2023","2023","c_3_block2_top",358.537060506642,1141.01392377168,0.5,1,2,1,6,5.5,1.25,0,50,4.25,0,0,1.5,0,22.5,6.25,0,130.75
